,Actual,Predicted,DATE,STATION_CODES,PredictedDelay,Predicted_Delay
7515,Mostly Cloudy,Mostly Cloudy,2004-07-24,10,No Delay,None
7516,Mostly Cloudy,Mostly Cloudy,2004-07-25,10,No Delay,None
7517,Mostly Cloudy,Mostly Cloudy,2004-07-26,10,No Delay,None
7518,Mostly Cloudy,Mostly Cloudy,2004-07-27,10,No Delay,None
7519,Mostly Cloudy,Mostly Cloudy,2004-07-28,10,No Delay,None
7520,Mostly Cloudy,Mostly Cloudy,2004-07-29,10,No Delay,None
7521,Mostly Cloudy,Mostly Cloudy,2004-07-30,10,No Delay,None
7522,Mostly Cloudy,Mostly Cloudy,2004-07-31,10,No Delay,None
7523,Mostly Cloudy,Mostly Cloudy,2004-08-01,10,No Delay,None
7524,Mostly Cloudy,Mostly Cloudy,2004-08-02,10,No Delay,None
7525,Mostly Cloudy,Fog,2004-08-03,10,Delay,Delay
7526,Mostly Cloudy,Mostly Cloudy,2004-08-04,10,No Delay,None
7527,Partly Cloudy,Clear,2004-08-05,10,No Delay,None
7528,Mostly Cloudy,Mostly Cloudy,2004-08-06,10,No Delay,None
7529,Clear,Clear,2004-08-07,10,No Delay,None
7530,Clear,Clear,2004-08-08,10,No Delay,None
7531,Mostly Cloudy,Fog,2004-08-09,10,Delay,Delay
7532,Mostly Cloudy,Mostly Cloudy,2004-08-10,10,No Delay,None
7533,Mostly Cloudy,Fog,2004-08-11,10,Delay,Delay
7534,Mostly Cloudy,Fog,2004-08-12,10,Delay,Delay
7535,Mostly Cloudy,Mostly Cloudy,2004-08-13,10,No Delay,None
7536,Mostly Cloudy,Fog,2004-08-14,10,Delay,Delay
7537,Mostly Cloudy,Mostly Cloudy,2004-08-15,10,No Delay,None
7538,Fog,Clear,2004-08-16,10,No Delay,None
7539,Mostly Cloudy,Mostly Cloudy,2004-08-17,10,No Delay,None
7540,Mostly Cloudy,Fog,2004-08-18,10,Delay,Delay
7541,Mostly Cloudy,Mostly Cloudy,2004-08-19,10,No Delay,None
7542,Mostly Cloudy,Mostly Cloudy,2004-08-20,10,No Delay,None
7543,Mostly Cloudy,Mostly Cloudy,2004-08-21,10,No Delay,None
7544,Rain,Rain,2004-08-22,10,No Delay,None
7545,Rain,Rain,2004-08-23,10,No Delay,None
7546,Fog,Partly Cloudy and Rain Showers,2004-08-24,10,No Delay,None
7547,Mostly Cloudy,Rain,2004-08-25,10,No Delay,None
7548,Clear,Mostly Cloudy,2004-08-26,10,No Delay,None
7549,Clear,Clear,2004-08-27,10,No Delay,None
7550,Clear,Clear,2004-08-28,10,No Delay,None
7551,Clear,Clear,2004-08-29,10,No Delay,None
7552,Fog,Mostly Cloudy,2004-08-30,10,No Delay,None
7553,Mostly Cloudy,Mostly Cloudy,2004-08-31,10,No Delay,None
7554,Mostly Cloudy,Mostly Cloudy,2004-09-01,10,No Delay,None
7555,Clear,Clear,2004-09-02,10,No Delay,None
7556,Clear,Clear,2004-09-03,10,No Delay,None
7557,Clear,Clear,2004-09-04,10,No Delay,None
7558,Clear,Fog,2004-09-05,10,Delay,Delay
7559,Clear,Clear,2004-09-06,10,No Delay,None
7560,Clear,Partly Cloudy,2004-09-07,10,No Delay,None
7561,Clear,Clear,2004-09-08,10,No Delay,None
7562,Clear,Fog,2004-09-09,10,Delay,Delay
7563,Mostly Cloudy,Mostly Cloudy,2004-09-10,10,No Delay,None
7564,Fog,Fog,2004-09-11,10,Delay,Delay
7565,Clear,Mostly Cloudy,2004-09-12,10,No Delay,None
7566,Clear,Mostly Cloudy,2004-09-13,10,No Delay,None
7567,Clear,Clear,2004-09-14,10,No Delay,None
7568,Mostly Cloudy,Mostly Cloudy,2004-09-15,10,No Delay,None
7569,Fog,Fog,2004-09-16,10,Delay,Delay
7570,Mostly Cloudy,Mostly Cloudy,2004-09-17,10,No Delay,None
7571,Mostly Cloudy,Mostly Cloudy,2004-09-18,10,No Delay,None
7572,Mostly Cloudy,Mostly Cloudy,2004-09-19,10,No Delay,None
7573,Clear,Partly Cloudy,2004-09-20,10,No Delay,None
7574,Clear,Clear,2004-09-21,10,No Delay,None
7575,Clear,Clear,2004-09-22,10,No Delay,None
7576,Clear,Fog,2004-09-23,10,Delay,Delay
7577,Mostly Cloudy,Fog,2004-09-24,10,Delay,Delay
7578,Mostly Cloudy,Mostly Cloudy,2004-09-25,10,No Delay,None
7579,Clear,Clear,2004-09-26,10,No Delay,None
7580,Mostly Cloudy,Fog,2004-09-27,10,Delay,Delay
7581,Mostly Cloudy,Mostly Cloudy,2004-09-28,10,No Delay,None
7582,Mostly Cloudy,Partly Cloudy,2004-09-29,10,No Delay,None
7583,Clear,Clear,2004-09-30,10,No Delay,None
7584,Mostly Cloudy,Mostly Cloudy,2004-10-01,10,No Delay,None
7585,Mostly Cloudy,Mostly Cloudy,2004-10-02,10,No Delay,None
7586,Fog,Mostly Cloudy,2004-10-03,10,No Delay,None
7587,Mostly Cloudy,Mostly Cloudy,2004-10-04,10,No Delay,None
7588,Mostly Cloudy,Fog,2004-10-05,10,Delay,Delay
7589,Mostly Cloudy,Mostly Cloudy,2004-10-06,10,No Delay,None
7590,Fog,Fog,2004-10-07,10,Delay,Delay
7591,Rain,Rain,2004-10-08,10,No Delay,None
7592,Clear,Mostly Cloudy,2004-10-09,10,No Delay,None
7593,Clear,Clear,2004-10-10,10,No Delay,None
7594,Clear,Clear,2004-10-11,10,No Delay,None
7595,Clear,Clear,2004-10-12,10,No Delay,None
7596,Clear,Clear,2004-10-13,10,No Delay,None
7597,Clear,Clear,2004-10-14,10,No Delay,None
7598,Clear,Clear,2004-10-15,10,No Delay,None
7599,Mostly Cloudy,Mostly Cloudy,2004-10-16,10,No Delay,None
7600,Rain,Rain,2004-10-17,10,No Delay,None
7601,Rain,Rain,2004-10-18,10,No Delay,None
7602,Rain,Rain,2004-10-19,10,No Delay,None
7603,Clear,Mostly Cloudy,2004-10-20,10,No Delay,None
7604,Mostly Cloudy,Partly Cloudy,2004-10-21,10,No Delay,None
7605,Rain,Rain,2004-10-22,10,No Delay,None
7606,Clear,Partly Cloudy,2004-10-23,10,No Delay,None
7607,Clear,Partly Cloudy,2004-10-24,10,No Delay,None
7608,Mostly Cloudy,Mostly Cloudy,2004-10-25,10,No Delay,None
7609,Mostly Cloudy,Partly Cloudy,2004-10-26,10,No Delay,None
7610,Clear,Clear,2004-10-27,10,No Delay,None
7611,Mostly Cloudy,Mostly Cloudy,2004-10-28,10,No Delay,None
7612,Mostly Cloudy,Clear,2004-10-29,10,No Delay,None
7613,Mostly Cloudy,Mostly Cloudy,2004-10-30,10,No Delay,None
7614,Clear,Clear,2004-10-31,10,No Delay,None
7615,Mostly Cloudy,Mostly Cloudy,2004-11-01,10,No Delay,None
7616,Rain,Rain,2004-11-02,10,No Delay,None
7617,Partly Cloudy,Clear,2004-11-03,10,No Delay,None
7618,Clear,Clear,2004-11-04,10,No Delay,None
7619,Clear,Clear,2004-11-05,10,No Delay,None
7620,Clear,Clear,2004-11-06,10,No Delay,None
7621,Mostly Cloudy,Mostly Cloudy,2004-11-07,10,No Delay,None
7622,Mostly Cloudy,Mostly Cloudy,2004-11-08,10,No Delay,None
7623,Mostly Cloudy,Mostly Cloudy,2004-11-09,10,No Delay,None
7624,Mostly Cloudy,Mostly Cloudy,2004-11-10,10,No Delay,None
7625,Clear,Partly Cloudy,2004-11-11,10,No Delay,None
7626,Partly Cloudy,Mostly Cloudy,2004-11-12,10,No Delay,None
7627,Mostly Cloudy,Mostly Cloudy,2004-11-13,10,No Delay,None
7628,Partly Cloudy,Mostly Cloudy,2004-11-14,10,No Delay,None
7629,Mostly Cloudy,Mostly Cloudy,2004-11-15,10,No Delay,None
7630,Mostly Cloudy,Mostly Cloudy,2004-11-16,10,No Delay,None
7631,Clear,Clear,2004-11-17,10,No Delay,None
7632,Mostly Cloudy,Partly Cloudy,2004-11-18,10,No Delay,None
7633,Clear,Clear,2004-11-19,10,No Delay,None
7634,Clear,Clear,2004-11-20,10,No Delay,None
7635,Clear,Mostly Cloudy,2004-11-21,10,No Delay,None
7636,Clear,Mostly Cloudy,2004-11-22,10,No Delay,None
7637,Mostly Cloudy,Partly Cloudy,2004-11-23,10,No Delay,None
7638,Clear,Mostly Cloudy,2004-11-24,10,No Delay,None
7639,Rain,Rain and Snow,2004-11-25,10,No Delay,None
7640,Rain,Rain,2004-11-26,10,No Delay,None
7641,Clear,Clear,2004-11-27,10,No Delay,None
7642,Clear,Clear,2004-11-28,10,No Delay,None
7643,Mostly Cloudy,Mostly Cloudy,2004-11-29,10,No Delay,None
7644,Mostly Cloudy,Mostly Cloudy,2004-11-30,10,No Delay,None
7645,Clear,Clear,2004-12-01,10,No Delay,None
7646,Clear,Clear,2004-12-02,10,No Delay,None
7647,Clear,Clear,2004-12-03,10,No Delay,None
7648,Mostly Cloudy,Mostly Cloudy,2004-12-04,10,No Delay,None
7649,Mostly Cloudy,Mostly Cloudy,2004-12-05,10,No Delay,None
7650,Rain,Mostly Cloudy,2004-12-06,10,No Delay,None
7651,Rain,Rain,2004-12-07,10,No Delay,None
7652,Rain,Rain,2004-12-08,10,No Delay,None
7653,Rain,Rain,2004-12-09,10,No Delay,None
7654,Mostly Cloudy,Rain,2004-12-10,10,No Delay,None
7655,Mostly Cloudy,Mostly Cloudy,2004-12-11,10,No Delay,None
7656,Mostly Cloudy,Clear,2004-12-12,10,No Delay,None
7657,Rain,Rain,2004-12-13,10,No Delay,None
7658,Fog,Rain,2004-12-14,10,No Delay,None
7659,Clear,Clear,2004-12-15,10,No Delay,None
7660,Clear,Mostly Cloudy,2004-12-16,10,No Delay,None
7661,Clear,Clear,2004-12-17,10,No Delay,None
7662,Clear,Clear,2004-12-18,10,No Delay,None
7663,Mostly Cloudy,Mostly Cloudy,2004-12-19,10,No Delay,None
7664,Clear,Clear,2004-12-20,10,No Delay,None
7665,Clear,Clear,2004-12-21,10,No Delay,None
7666,Clear,Clear,2004-12-22,10,No Delay,None
7667,Clear,Clear,2004-12-23,10,No Delay,None
7668,Clear,Clear,2004-12-24,10,No Delay,None
7669,Mostly Cloudy,Mostly Cloudy,2004-12-25,10,No Delay,None
7670,Rain,Partly Cloudy,2004-12-26,10,No Delay,None
7671,Rain,Rain,2004-12-27,10,No Delay,None
7672,Mostly Cloudy,Mostly Cloudy,2004-12-28,10,No Delay,None
7673,Rain,Rain,2004-12-29,10,No Delay,None
7674,Rain,Rain,2004-12-30,10,No Delay,None
7675,Rain,Rain,2004-12-31,10,No Delay,None
7676,Rain,Rain,2005-01-01,10,No Delay,None
7677,Clear,Clear,2005-01-02,10,No Delay,None
7678,Clear,Clear,2005-01-03,10,No Delay,None
7679,Clear,Clear,2005-01-04,10,No Delay,None
7680,Mostly Cloudy,Mostly Cloudy,2005-01-05,10,No Delay,None
7681,Mostly Cloudy,Mostly Cloudy,2005-01-06,10,No Delay,None
7682,Rain,Rain,2005-01-07,10,No Delay,None
7683,Rain,Rain,2005-01-08,10,No Delay,None
7684,Rain,Rain,2005-01-09,10,No Delay,None
7685,Mostly Cloudy,Mostly Cloudy,2005-01-10,10,No Delay,None
7686,Mostly Cloudy,Mostly Cloudy,2005-01-11,10,No Delay,None
7687,Mostly Cloudy,Mostly Cloudy,2005-01-12,10,No Delay,None
7688,Clear,Mostly Cloudy,2005-01-13,10,No Delay,None
7689,Mostly Cloudy,Fog,2005-01-14,10,Delay,Delay
7690,Mostly Cloudy,Mostly Cloudy,2005-01-15,10,No Delay,None
7691,Mostly Cloudy,Mostly Cloudy,2005-01-16,10,No Delay,None
7692,Mostly Cloudy,Mostly Cloudy,2005-01-17,10,No Delay,None
7693,Mostly Cloudy,Mostly Cloudy,2005-01-18,10,No Delay,None
7694,Hazy,Clear,2005-01-19,10,No Delay,None
7695,Clear,Partly Cloudy,2005-01-20,10,No Delay,None
7696,Mostly Cloudy,Clear,2005-01-21,10,No Delay,None
7697,Mostly Cloudy,Mostly Cloudy,2005-01-22,10,No Delay,None
7698,Mostly Cloudy,Mostly Cloudy,2005-01-23,10,No Delay,None
7699,Mostly Cloudy,Partly Cloudy,2005-01-24,10,No Delay,None
7700,Mostly Cloudy,Mostly Cloudy,2005-01-25,10,No Delay,None
7701,Rain,Rain,2005-01-26,10,No Delay,None
7702,Mostly Cloudy,Mostly Cloudy,2005-01-27,10,No Delay,None
7703,Rain,Rain,2005-01-28,10,No Delay,None
7704,Clear,Clear,2005-01-29,10,No Delay,None
7705,Partly Cloudy,Clear,2005-01-30,10,No Delay,None
7706,Clear,Clear,2005-01-31,10,No Delay,None
7707,Clear,Clear,2005-02-01,10,No Delay,None
7708,Clear,Clear,2005-02-02,10,No Delay,None
7709,Clear,Clear,2005-02-03,10,No Delay,None
7710,Mostly Cloudy,Mostly Cloudy,2005-02-04,10,No Delay,None
7711,Clear,Partly Cloudy,2005-02-05,10,No Delay,None
7712,Rain,Rain,2005-02-06,10,No Delay,None
7713,Clear,Clear,2005-02-07,10,No Delay,None
7714,Partly Cloudy,Clear,2005-02-08,10,No Delay,None
7715,Clear,Clear,2005-02-09,10,No Delay,None
7716,Clear,Clear,2005-02-10,10,No Delay,None
7717,Clear,Clear,2005-02-11,10,No Delay,None
7718,Mostly Cloudy,Mostly Cloudy,2005-02-12,10,No Delay,None
7719,Mostly Cloudy,Mostly Cloudy,2005-02-13,10,No Delay,None
7720,Mostly Cloudy,Clear,2005-02-14,10,No Delay,None
7721,Clear,Clear,2005-02-15,10,No Delay,None
7722,Mostly Cloudy,Mostly Cloudy,2005-02-16,10,No Delay,None
7723,Clear,Partly Cloudy,2005-02-17,10,No Delay,None
7724,Mostly Cloudy,Mostly Cloudy,2005-02-18,10,No Delay,None
7725,Mostly Cloudy,Mostly Cloudy,2005-02-19,10,No Delay,None
7726,Rain,Mostly Cloudy,2005-02-20,10,No Delay,None
7727,Partly Cloudy,Clear,2005-02-21,10,No Delay,None
7728,Clear,Clear,2005-02-22,10,No Delay,None
7729,Mostly Cloudy,Mostly Cloudy,2005-02-23,10,No Delay,None
7730,Mostly Cloudy,Mostly Cloudy,2005-02-24,10,No Delay,None
7731,Mostly Cloudy,Mostly Cloudy,2005-02-25,10,No Delay,None
7732,Mostly Cloudy,Mostly Cloudy,2005-02-26,10,No Delay,None
7733,Mostly Cloudy,Mostly Cloudy,2005-02-27,10,No Delay,None
7734,Mostly Cloudy,Mostly Cloudy,2005-02-28,10,No Delay,None
7735,Rain,Mostly Cloudy,2005-03-01,10,No Delay,None
7736,Mostly Cloudy,Partly Cloudy,2005-03-02,10,No Delay,None
7737,Clear,Mostly Cloudy,2005-03-03,10,No Delay,None
7738,Clear,Clear,2005-03-04,10,No Delay,None
7739,Clear,Clear,2005-03-05,10,No Delay,None
7740,Mostly Cloudy,Mostly Cloudy,2005-03-06,10,No Delay,None
7741,Mostly Cloudy,Mostly Cloudy,2005-03-07,10,No Delay,None
7742,Mostly Cloudy,Mostly Cloudy,2005-03-08,10,No Delay,None
7743,Fog,Mostly Cloudy,2005-03-09,10,No Delay,None
7744,Mostly Cloudy,Partly Cloudy,2005-03-10,10,No Delay,None
7745,Fog,Fog,2005-03-11,10,Delay,Delay
7746,Fog,Mostly Cloudy,2005-03-12,10,No Delay,None
7747,Mostly Cloudy,Clear,2005-03-13,10,No Delay,None
7748,Clear,Clear,2005-03-14,10,No Delay,None
7749,Clear,Clear,2005-03-15,10,No Delay,None
7750,Mostly Cloudy,Mostly Cloudy,2005-03-16,10,No Delay,None
7751,Mostly Cloudy,Mostly Cloudy,2005-03-17,10,No Delay,None
7752,Mostly Cloudy,Mostly Cloudy,2005-03-18,10,No Delay,None
7753,Rain,Rain,2005-03-19,10,No Delay,None
7754,Rain,Rain,2005-03-20,10,No Delay,None
7755,Rain,Rain,2005-03-21,10,No Delay,None
7756,Rain,Rain,2005-03-22,10,No Delay,None
7757,Mostly Cloudy,Mostly Cloudy,2005-03-23,10,No Delay,None
7758,Mostly Cloudy,Mostly Cloudy,2005-03-24,10,No Delay,None
7759,Mostly Cloudy,Mostly Cloudy,2005-03-25,10,No Delay,None
7760,Rain,Rain,2005-03-26,10,No Delay,None
7761,Rain,Rain,2005-03-27,10,No Delay,None
7762,Rain,Rain,2005-03-28,10,No Delay,None
7763,Clear,Clear,2005-03-29,10,No Delay,None
7764,Clear,Clear,2005-03-30,10,No Delay,None
7765,Clear,Clear,2005-03-31,10,No Delay,None
7766,Mostly Cloudy,Mostly Cloudy,2005-04-01,10,No Delay,None
7767,Mostly Cloudy,Mostly Cloudy,2005-04-02,10,No Delay,None
7768,Mostly Cloudy,Partly Cloudy and Rain Showers,2005-04-03,10,No Delay,None
7769,Mostly Cloudy,Partly Cloudy,2005-04-04,10,No Delay,None
7770,Mostly Cloudy,Fog,2005-04-05,10,Delay,Delay
7771,Mostly Cloudy,Partly Cloudy,2005-04-06,10,No Delay,None
7772,Rain,Mostly Cloudy,2005-04-07,10,No Delay,None
7773,Rain,Rain,2005-04-08,10,No Delay,None
7774,Clear,Clear,2005-04-09,10,No Delay,None
7775,Mostly Cloudy,Mostly Cloudy,2005-04-10,10,No Delay,None
7776,Mostly Cloudy,Mostly Cloudy,2005-04-11,10,No Delay,None
7777,Mostly Cloudy,Mostly Cloudy,2005-04-12,10,No Delay,None
7778,Rain,Rain,2005-04-13,10,No Delay,None
7779,Clear,Clear,2005-04-14,10,No Delay,None
7780,Mostly Cloudy,Mostly Cloudy,2005-04-15,10,No Delay,None
7781,Rain,Rain,2005-04-16,10,No Delay,None
7782,Clear,Clear,2005-04-17,10,No Delay,None
7783,Clear,Mostly Cloudy,2005-04-18,10,No Delay,None
7784,Clear,Clear,2005-04-19,10,No Delay,None
7785,Clear,Mostly Cloudy,2005-04-20,10,No Delay,None
7786,Mostly Cloudy,Mostly Cloudy,2005-04-21,10,No Delay,None
7787,Mostly Cloudy,Fog,2005-04-22,10,Delay,Delay
7788,Mostly Cloudy,Fog,2005-04-23,10,Delay,Delay
7789,Mostly Cloudy,Mostly Cloudy,2005-04-24,10,No Delay,None
7790,Clear,Clear,2005-04-25,10,No Delay,None
7791,Mostly Cloudy,Mostly Cloudy,2005-04-26,10,No Delay,None
7792,Mostly Cloudy,Mostly Cloudy,2005-04-27,10,No Delay,None
7793,Mostly Cloudy,Mostly Cloudy,2005-04-28,10,No Delay,None
7794,Mostly Cloudy,Mostly Cloudy,2005-04-29,10,No Delay,None
7795,Mostly Cloudy,Mostly Cloudy,2005-04-30,10,No Delay,None
7796,Mostly Cloudy,Mostly Cloudy,2005-05-01,10,No Delay,None
7797,Mostly Cloudy,Mostly Cloudy,2005-05-02,10,No Delay,None
7798,Mostly Cloudy,Mostly Cloudy,2005-05-03,10,No Delay,None
7799,Rain,Rain,2005-05-04,10,No Delay,None
7800,Rain,Rain,2005-05-05,10,No Delay,None
7801,Mostly Cloudy,Mostly Cloudy,2005-05-06,10,No Delay,None
7802,Rain,Rain,2005-05-07,10,No Delay,None
7803,Rain,Partly Cloudy and Rain Showers,2005-05-08,10,No Delay,None
7804,Rain,Rain,2005-05-09,10,No Delay,None
7805,Mostly Cloudy,Mostly Cloudy,2005-05-10,10,No Delay,None
7806,Clear,Clear,2005-05-11,10,No Delay,None
7807,Mostly Cloudy,Mostly Cloudy,2005-05-12,10,No Delay,None
7808,Mostly Cloudy,Mostly Cloudy,2005-05-13,10,No Delay,None
7809,Mostly Cloudy,Mostly Cloudy,2005-05-14,10,No Delay,None
7810,Mostly Cloudy,Mostly Cloudy,2005-05-15,10,No Delay,None
7811,Mostly Cloudy,Clear,2005-05-16,10,No Delay,None
7812,Rain,Rain,2005-05-17,10,No Delay,None
7813,Mostly Cloudy,Rain,2005-05-18,10,No Delay,None
7814,Mostly Cloudy,Mostly Cloudy,2005-05-19,10,No Delay,None
7815,Rain,Mostly Cloudy,2005-05-20,10,No Delay,None
7816,Mostly Cloudy,Mostly Cloudy,2005-05-21,10,No Delay,None
7817,Clear,Fog,2005-05-22,10,Delay,Delay
7818,Clear,Clear,2005-05-23,10,No Delay,None
7819,Clear,Clear,2005-05-24,10,No Delay,None
7820,Clear,Clear,2005-05-25,10,No Delay,None
7821,Mostly Cloudy,Mostly Cloudy,2005-05-26,10,No Delay,None
7822,Mostly Cloudy,Fog,2005-05-27,10,Delay,Delay
7823,Mostly Cloudy,Mostly Cloudy,2005-05-28,10,No Delay,None
7824,Mostly Cloudy,Mostly Cloudy,2005-05-29,10,No Delay,None
7825,Mostly Cloudy,Mostly Cloudy,2005-05-30,10,No Delay,None
7826,Mostly Cloudy,Mostly Cloudy,2005-05-31,10,No Delay,None
7827,Clear,Clear,2005-06-01,10,No Delay,None
7828,Clear,Mostly Cloudy,2005-06-02,10,No Delay,None
7829,Clear,Partly Cloudy,2005-06-03,10,No Delay,None
7830,Clear,Mostly Cloudy,2005-06-04,10,No Delay,None
7831,Mostly Cloudy,Mostly Cloudy,2005-06-05,10,No Delay,None
7832,Rain,Rain,2005-06-06,10,No Delay,None
7833,Mostly Cloudy,Mostly Cloudy,2005-06-07,10,No Delay,None
7834,Mostly Cloudy,Mostly Cloudy,2005-06-08,10,No Delay,None
7835,Mostly Cloudy,Mostly Cloudy,2005-06-09,10,No Delay,None
7836,Mostly Cloudy,Mostly Cloudy,2005-06-10,10,No Delay,None
7837,Clear,Clear,2005-06-11,10,No Delay,None
7838,Clear,Clear,2005-06-12,10,No Delay,None
7839,Mostly Cloudy,Mostly Cloudy,2005-06-13,10,No Delay,None
7840,Clear,Partly Cloudy,2005-06-14,10,No Delay,None
7841,Clear,Clear,2005-06-15,10,No Delay,None
7842,Rain,Rain,2005-06-16,10,No Delay,None
7843,Rain,Rain,2005-06-17,10,No Delay,None
7844,Rain,Rain,2005-06-18,10,No Delay,None
7845,Rain,Rain,2005-06-19,10,No Delay,None
7846,Mostly Cloudy,Mostly Cloudy,2005-06-20,10,No Delay,None
7847,Mostly Cloudy,Mostly Cloudy,2005-06-21,10,No Delay,None
7848,Clear,Clear,2005-06-22,10,No Delay,None
7849,Clear,Clear,2005-06-23,10,No Delay,None
7850,Mostly Cloudy,Mostly Cloudy,2005-06-24,10,No Delay,None
7851,Mostly Cloudy,Mostly Cloudy,2005-06-25,10,No Delay,None
7852,Mostly Cloudy,Mostly Cloudy,2005-06-26,10,No Delay,None
7853,Mostly Cloudy,Mostly Cloudy,2005-06-27,10,No Delay,None
7854,Clear,Clear,2005-06-28,10,No Delay,None
7855,Clear,Mostly Cloudy,2005-06-29,10,No Delay,None
7856,Mostly Cloudy,Mostly Cloudy,2005-06-30,10,No Delay,None
7857,Mostly Cloudy,Mostly Cloudy,2005-07-01,10,No Delay,None
7858,Mostly Cloudy,Partly Cloudy,2005-07-02,10,No Delay,None
7859,Mostly Cloudy,Mostly Cloudy,2005-07-03,10,No Delay,None
7860,Mostly Cloudy,Mostly Cloudy,2005-07-04,10,No Delay,None
7861,Mostly Cloudy,Mostly Cloudy,2005-07-05,10,No Delay,None
7862,Mostly Cloudy,Mostly Cloudy,2005-07-06,10,No Delay,None
7863,Mostly Cloudy,Fog,2005-07-07,10,Delay,Delay
7864,Mostly Cloudy,Clear,2005-07-08,10,No Delay,None
7865,Mostly Cloudy,Mostly Cloudy,2005-07-09,10,No Delay,None
7866,Mostly Cloudy,Mostly Cloudy,2005-07-10,10,No Delay,None
7867,Mostly Cloudy,Clear,2005-07-11,10,No Delay,None
7868,Mostly Cloudy,Mostly Cloudy,2005-07-12,10,No Delay,None
7869,Clear,Partly Cloudy,2005-07-13,10,No Delay,None
7870,Clear,Clear,2005-07-14,10,No Delay,None
7871,Clear,Clear,2005-07-15,10,No Delay,None
7872,Mostly Cloudy,Mostly Cloudy,2005-07-16,10,No Delay,None
7873,Clear,Clear,2005-07-17,10,No Delay,None
7874,Clear,Clear,2005-07-18,10,No Delay,None
7875,Fog,Mostly Cloudy,2005-07-19,10,No Delay,None
7876,Fog,Partly Cloudy,2005-07-20,10,No Delay,None
7877,Mostly Cloudy,Mostly Cloudy,2005-07-21,10,No Delay,None
7878,Mostly Cloudy,Mostly Cloudy,2005-07-22,10,No Delay,None
7879,Mostly Cloudy,Mostly Cloudy,2005-07-23,10,No Delay,None
7880,Mostly Cloudy,Mostly Cloudy,2005-07-24,10,No Delay,None
7881,Clear,Partly Cloudy,2005-07-25,10,No Delay,None
7882,Clear,Partly Cloudy,2005-07-26,10,No Delay,None
7883,Mostly Cloudy,Mostly Cloudy,2005-07-27,10,No Delay,None
7884,Mostly Cloudy,Mostly Cloudy,2005-07-28,10,No Delay,None
7885,Fog,Mostly Cloudy,2005-07-29,10,No Delay,None
7886,Fog,Mostly Cloudy,2005-07-30,10,No Delay,None
7887,Mostly Cloudy,Mostly Cloudy,2005-07-31,10,No Delay,None
7888,Mostly Cloudy,Mostly Cloudy,2005-08-01,10,No Delay,None
7889,Fog,Mostly Cloudy,2005-08-02,10,No Delay,None
7890,Clear,Mostly Cloudy,2005-08-03,10,No Delay,None
7891,Fog,Mostly Cloudy,2005-08-04,10,No Delay,None
7892,Fog,Mostly Cloudy,2005-08-05,10,No Delay,None
7893,Fog,Mostly Cloudy,2005-08-06,10,No Delay,None
7894,Fog,Mostly Cloudy,2005-08-07,10,No Delay,None
7895,Fog,Mostly Cloudy,2005-08-08,10,No Delay,None
7896,Mostly Cloudy,Mostly Cloudy,2005-08-09,10,No Delay,None
7897,Mostly Cloudy,Mostly Cloudy,2005-08-10,10,No Delay,None
7898,Clear,Clear,2005-08-11,10,No Delay,None
7899,Clear,Clear,2005-08-12,10,No Delay,None
7900,Mostly Cloudy,Mostly Cloudy,2005-08-13,10,No Delay,None
7901,Mostly Cloudy,Fog,2005-08-14,10,Delay,Delay
7902,Mostly Cloudy,Fog,2005-08-15,10,Delay,Delay
7903,Mostly Cloudy,Fog,2005-08-16,10,Delay,Delay
7904,Fog,Mostly Cloudy,2005-08-17,10,No Delay,None
7905,Mostly Cloudy,Mostly Cloudy,2005-08-18,10,No Delay,None
7906,Mostly Cloudy,Mostly Cloudy,2005-08-19,10,No Delay,None
7907,Overcast,Partly Cloudy,2005-08-20,10,No Delay,None
7908,Mostly Cloudy,Partly Cloudy,2005-08-21,10,No Delay,None
7909,Clear,Clear,2005-08-22,10,No Delay,None
7910,Clear,Mostly Cloudy,2005-08-23,10,No Delay,None
7911,Mostly Cloudy,Mostly Cloudy,2005-08-24,10,No Delay,None
7912,Mostly Cloudy,Mostly Cloudy,2005-08-25,10,No Delay,None
7913,Fog,Mostly Cloudy,2005-08-26,10,No Delay,None
7914,Fog,Mostly Cloudy,2005-08-27,10,No Delay,None
7915,Mostly Cloudy,Mostly Cloudy,2005-08-28,10,No Delay,None
7916,Fog,Fog,2005-08-29,10,Delay,Delay
7917,Clear,Fog,2005-08-30,10,Delay,Delay
7918,Clear,Mostly Cloudy,2005-08-31,10,No Delay,None
7919,Clear,Mostly Cloudy,2005-09-01,10,No Delay,None
7920,Mostly Cloudy,Mostly Cloudy,2005-09-02,10,No Delay,None
7921,Mostly Cloudy,Mostly Cloudy,2005-09-03,10,No Delay,None
7922,Fog,Fog,2005-09-04,10,Delay,Delay
7923,Clear,Clear,2005-09-05,10,No Delay,None
7924,Mostly Cloudy,Mostly Cloudy,2005-09-06,10,No Delay,None
7925,Mostly Cloudy,Mostly Cloudy,2005-09-07,10,No Delay,None
7926,Mostly Cloudy,Fog,2005-09-08,10,Delay,Delay
7927,Mostly Cloudy,Fog,2005-09-09,10,Delay,Delay
7928,Mostly Cloudy,Mostly Cloudy,2005-09-10,10,No Delay,None
7929,Clear,Clear,2005-09-11,10,No Delay,None
7930,Mostly Cloudy,Fog,2005-09-12,10,Delay,Delay
7931,Mostly Cloudy,Mostly Cloudy,2005-09-13,10,No Delay,None
